"DESTINATION","PREFIX","RATE"
"Brazil Mobile",55869,"0,157"
"Brazil Mobile",55956,"0,157"
"Brazil Mobile",55747,"0,157"
"Brazil Mobile",55417,"0,157"
"Brazil Mobile",55498,"0,157"
"Brazil Mobile",55549,"0,157"
"Brazil Mobile",55727,"0,157"
"Brazil Mobile",5511598,"0,157"
"Brunei Darussalam",673,"0,1175"
"Brunei Darussalam Mobile",673228,"0,1175"
"Brunei Darussalam Mobile",673229,"0,1175"
"Brunei Darussalam Mobile",6737,"0,1175"
"Brunei Darussalam Mobile",6738,"0,1175"
"Brunei Darussalam Mobile",6739,"0,1175"
"Brunei Darussalam Mobile",673227,"0,1175"
"Bulgaria - ROC",359,"0,029"
"Bulgaria - Sofia",3592,"0,029"
"Bulgaria Mobile - Globul",35989,"0,097"
"Bulgaria Mobile - Mobiltel",35988,"0,097"
"Bulgaria Mobile - Mobiltel",359988,"0,097"
"Bulgaria Mobile - Mobiltel",359989,"0,097"
"Bulgaria Mobile - Other",35948,"0,097"
"Bulgaria Mobile - Other",35987,"0,097"
"Bulgaria Mobile - Other",35999,"0,097"
"Burkina Faso",226,"0,2236"
"Burkina Faso Mobile - Other",22660,"0,2236"
"Burkina Faso Mobile - Other",2267,"0,2236"
"Burkina Faso Mobile - Other",22666,"0,2236"
"Burkina Faso Mobile - Telecel",22668,"0,2236"
"Burkina Faso Mobile - Telecel",22678,"0,2236"
"Burkina Faso Mobile - Telecel",22679,"0,2236"
"Burundi",257,"0,2236"
"Burundi Mobile",25729,"0,2236"
"Burundi Mobile",2577,"0,2236"
"Cambodia",855,"0,1557"
"Cameroon",237,"0,2236"
"Cameroon Mobile",2377,"0,2236"
"Cameroon Mobile",2379,"0,2236"
"Cameroon Mobile",23722258,"0,2236"
"Canada",1186,"0,0121"
"Canada",1204,"0,0121"
"Canada",1226,"0,0121"
"Canada",1249,"0,0121"
"Canada",1250,"0,0121"
"Canada",1289,"0,0121"
"Canada",1306,"0,0121"
"Canada",1403,"0,0121"
"Canada",1418,"0,0121"
"Canada",1431,"0,0121"
"Canada",1450,"0,0121"
"Canada",1506,"0,0121"
"Canada",1519,"0,0121"
"Canada",1579,"0,0121"
"Canada",1587,"0,0121"
"Canada",1600,"0,0121"
"Canada",1613,"0,0121"
"Canada",1647,"0,0121"
"Canada",1709,"0,0121"
"Canada",1778,"0,0121"
"Canada",1807,"0,0121"
"Canada",1819,"0,0121"
"Canada",1902,"0,0121"
"Canada",1905,"0,0121"
"Canada",1416,"0,0121"
"Canada",1438,"0,0121"
"Canada",1514,"0,0121"
"Canada",1581,"0,0121"
"Canada",1604,"0,0121"
"Canada",1705,"0,0121"
"Canada",1780,"0,0121"
"Canada",1867,"0,0121"
"Cape Verde",238,"0,109"
"Cape Verde Fixed - TLC",238310,"0,109"
"Cape Verde Fixed - TLC",238311,"0,109"
"Cape Verde Fixed - TLC",238312,"0,109"
"Cape Verde Fixed - TLC",238313,"0,109"
"Cape Verde Fixed - TLC",238314,"0,109"
"Cape Verde Fixed - TLC",238410,"0,109"
"Cape Verde Fixed - TLC",238411,"0,109"
"Cape Verde Fixed - TLC",238412,"0,109"
"Cape Verde Fixed - TLC",238413,"0,109"
"Cape Verde Fixed - TLC",238414,"0,109"
"Cape Verde Mobile - Others",23818,"0,122"
"Cape Verde Mobile - Others",23858,"0,122"
"Cape Verde Mobile - Others",23859,"0,122"
"Cape Verde Mobile - Others",2389,"0,122"
"Cape Verde Mobile - T+",23891,"0,122"
"Cape Verde Mobile - T+",23892,"0,122"
"Cape Verde Mobile - T+",23893,"0,122"
"Cayman Islands",1345,"0,1557"
"Central African Republic",236,"0,2236"
"Chad",235,"0,2236"
"Chad Mobile",23522,"0,2236"
"Chad Mobile",23524,"0,2236"
"Chad Mobile",23527,"0,2236"
"Chad Mobile",23528,"0,2236"
"Chad Mobile",2355,"0,2236"
"Chad Mobile",2356,"0,2236"
"Chad Mobile",2357,"0,2236"
"Chad Mobile",23523,"0,2236"
"Chad Mobile",2353,"0,2236"
"Chad Mobile",2359,"0,2236"
"Chile - Easter Island Telcoy and Rural",562198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5632198,"0,1557"
"Chile - Easter Island Telcoy and Rural",56322100,"0,1557"
"Chile - Easter Island Telcoy and Rural",56322550,"0,1557"
"Chile - Easter Island Telcoy and Rural",56322551,"0,1557"
"Chile - Easter Island Telcoy and Rural",56322552,"0,1557"
"Chile - Easter Island Telcoy and Rural",56322553,"0,1557"
"Chile - Easter Island Telcoy and Rural",5633198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5634198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5635198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5641198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5642197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5642198,"0,1557"
"Chile - Easter Island Telcoy and Rural",564237,"0,1557"
"Chile - Easter Island Telcoy and Rural",5643197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5643198,"0,1557"
"Chile - Easter Island Telcoy and Rural",564337,"0,1557"
"Chile - Easter Island Telcoy and Rural",564397,"0,1557"
"Chile - Easter Island Telcoy and Rural",5645197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5645198,"0,1557"
"Chile - Easter Island Telcoy and Rural",564592,"0,1557"
"Chile - Easter Island Telcoy and Rural",5651198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5652198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5653198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5655198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5661198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5663197,"0,1557"
"Chile - Easter Island Telcoy and Rural",566397,"0,1557"
"Chile - Easter Island Telcoy and Rural",5664197,"0,1557"
"Chile - Easter Island Telcoy and Rural",566497,"0,1557"
"Chile - Easter Island Telcoy and Rural",5665197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5665198,"0,1557"
"Chile - Easter Island Telcoy and Rural",5665970,"0,1557"
"Chile - Easter Island Telcoy and Rural",5667198,"0,1557"
"Chile - Easter Island Telcoy and Rural",566723,"0,1557"
"Chile - Easter Island Telcoy and Rural",566724,"0,1557"
"Chile - Easter Island Telcoy and Rural",566727,"0,1557"
"Chile - Easter Island Telcoy and Rural",566731,"0,1557"
"Chile - Easter Island Telcoy and Rural",566732,"0,1557"
"Chile - Easter Island Telcoy and Rural",566733,"0,1557"
"Chile - Easter Island Telcoy and Rural",566734,"0,1557"
"Chile - Easter Island Telcoy and Rural",566735,"0,1557"
"Chile - Easter Island Telcoy and Rural",566736,"0,1557"
"Chile - Easter Island Telcoy and Rural",566742,"0,1557"
"Chile - Easter Island Telcoy and Rural",566743,"0,1557"
"Chile - Easter Island Telcoy and Rural",566752,"0,1557"
"Chile - Easter Island Telcoy and Rural",5671197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5671198,"0,1557"
"Chile - Easter Island Telcoy and Rural",567137,"0,1557"
"Chile - Easter Island Telcoy and Rural",567197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5673197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5673198,"0,1557"
"Chile - Easter Island Telcoy and Rural",567337,"0,1557"
"Chile - Easter Island Telcoy and Rural",5675197,"0,1557"
"Chile - Easter Island Telcoy and Rural",5675198,"0,1557"
"Chile - Easter Island Telcoy and Rural",567597,"0,1557"
"Chile - Easter Island Telcoy and Rural",562196,"0,1557"
"Chile - Easter Island Telcoy and Rural",56322554,"0,1557"
"Chile - Easter Island Telcoy and Rural",564297,"0,1557"
"Chile - Easter Island Telcoy and Rural",564535,"0,1557"
"Chile - Easter Island Telcoy and Rural",566337,"0,1557"
"Chile - Easter Island Telcoy and Rural",566721,"0,1557"
"Chile - Easter Island Telcoy and Rural",566741,"0,1557"
"Chile - Easter Island Telcoy and Rural",5672198,"0,1557"
"Chile - ROC",56,"0,1557"
"Chile - Santiago",562,"0,1557"
"Chile - Special Services",5611,"0,1557"
"Chile - Special Services",5615,"0,1557"
"Chile Mobile",569,"0,142"
"China",86,"0,1175"
"China Mobile",8613,"0,1175"
"China Mobile",86145,"0,1175"
"China Mobile",86147,"0,1175"
"China Mobile",8615,"0,1175"
"China Mobile",8618,"0,1175"
"Colombia",57,"0,1557"
"Colombia Mobile",573,"0,142"
"Comoros",269,"0,2236"
"Congo",242,"0,2236"
"Congo (Zaire)",243,"0,2236"
"Congo (Zaire) Mobile - Airtel",24397,"0,2236"
"Congo (Zaire) Mobile - Airtel",24398,"0,2236"
"Congo (Zaire) Mobile - Airtel",24399,"0,2236"
"Congo (Zaire) Mobile - Other",243123,"0,2236"
"Congo (Zaire) Mobile - Other",243770,"0,2236"
"Congo (Zaire) Mobile - Other",24380,"0,2236"
"Congo (Zaire) Mobile - Other",24384,"0,2236"
"Congo (Zaire) Mobile - Other",24385,"0,2236"
"Congo (Zaire) Mobile - Other",24387,"0,2236"
"Congo (Zaire) Mobile - Other",24395,"0,2236"
"Congo (Zaire) Mobile - Other",2434,"0,2236"
"Congo (Zaire) Mobile - Other",24388,"0,2236"
"Congo (Zaire) Mobile - Sait",24389,"0,2236"
"Congo (Zaire) Mobile - Vodacom",24381,"0,2236"
"Congo (Zaire) Mobile - Vodacom",24382,"0,2236"
"Congo Mobile",24201,"0,2236"
"Congo Mobile",24204,"0,2236"
"Congo Mobile",24206,"0,2236"
"Congo Mobile",24231,"0,2236"
"Congo Mobile",2424,"0,2236"
"Congo Mobile",2426,"0,2236"
"Congo Mobile",2427,"0,2236"
"Congo Mobile",24280,"0,2236"
"Congo Mobile",24286,"0,2236"
"Congo Mobile",24287,"0,2236"
"Congo Mobile",24288,"0,2236"
"Congo Mobile",24290,"0,2236"
"Congo Mobile",24293,"0,2236"
"Congo Mobile",24295,"0,2236"
"Congo Mobile",24297,"0,2236"
"Congo Mobile",24298,"0,2236"
"Congo Mobile",24299,"0,2236"
"Congo Mobile",24205,"0,2236"
"Congo Mobile",2425,"0,2236"
"Congo Mobile",24284,"0,2236"
"Congo Mobile",24289,"0,2236"
"Congo Mobile",24296,"0,2236"
"Cook Islands",682,"0,1175"
"Costa Rica",506,"0,1557"
"Cote dIvoire",225,"0,2236"
"Cote dIvoire",22500,"0,2236"
"Cote dIvoire Mobile",22540,"0,2236"
"Cote dIvoire Mobile",22544,"0,2236"
"Cote dIvoire Mobile",22545,"0,2236"
"Cote dIvoire Mobile",22546,"0,2236"
"Cote dIvoire Mobile",22548,"0,2236"
"Cote dIvoire Mobile",22549,"0,2236"
"Cote dIvoire Mobile",22550,"0,2236"
"Cote dIvoire Mobile",22555,"0,2236"
"Cote dIvoire Mobile",225580,"0,2236"
"Cote dIvoire Mobile",225581,"0,2236"
"Cote dIvoire Mobile",22560,"0,2236"
"Cote dIvoire Mobile",22561,"0,2236"
"Cote dIvoire Mobile",22566,"0,2236"
"Cote dIvoire Mobile",22567,"0,2236"
"Cote dIvoire Mobile",22569,"0,2236"
"Cote dIvoire Mobile",2250,"0,2236"
"Cote dIvoire Mobile",22547,"0,2236"
"Cote dIvoire Mobile",22557,"0,2236"
"Cote dIvoire Mobile",22565,"0,2236"
"Croatia",385,"0,029"
"Croatia Mobile",3859,"0,097"
"Cuba",53,"0,1557"
"Cyprus",357,"0,029"
"Cyprus Mobile",3577,"0,097"
"Cyprus Mobile",35795,"0,097"
"Cyprus Mobile",35796,"0,097"
"Cyprus Mobile",35797,"0,097"
"Cyprus Mobile",35799,"0,097"
"Czech Republic",420,"0,029"
"Czech Republic Mobile",42060,"0,097"
"Czech Republic Mobile",420702,"0,097"
"Czech Republic Mobile",42072,"0,097"
"Czech Republic Mobile",42073,"0,097"
"Czech Republic Mobile",42077,"0,097"
"Czech Republic Mobile",42079,"0,097"
"Czech Republic Mobile",420840,"0,097"
"Czech Republic Mobile",420842,"0,097"
"Czech Republic Mobile",420847,"0,097"
"Czech Republic Mobile",420848,"0,097"
"Czech Republic Mobile",420849,"0,097"
"Czech Republic Mobile",42093,"0,097"
"Czech Republic Mobile",420841,"0,097"
"Czech Republic Mobile",42096,"0,097"
"Denmark",45,"0,0121"
"Denmark Mobile - HI3G",4531,"0,056"
"Denmark Mobile - HI3G",45426,"0,056"
"Denmark Mobile - HI3G",454271,"0,056"
"Denmark Mobile - HI3G",454272,"0,056"
"Denmark Mobile - HI3G",454273,"0,056"
"Denmark Mobile - HI3G",454274,"0,056"
"Denmark Mobile - HI3G",454283,"0,056"
"Denmark Mobile - HI3G",454291,"0,056"
"Denmark Mobile - HI3G",454292,"0,056"
"Denmark Mobile - HI3G",454294,"0,056"
"Denmark Mobile - HI3G",454295,"0,056"
"Denmark Mobile - HI3G",455211,"0,056"
"Denmark Mobile - HI3G",455212,"0,056"
"Denmark Mobile - HI3G",45535,"0,056"
"Denmark Mobile - HI3G",45536,"0,056"
"Denmark Mobile - HI3G",45537,"0,056"
"Denmark Mobile - HI3G",45538,"0,056"
"Denmark Mobile - HI3G",45605,"0,056"
"Denmark Mobile - Other",45428,"0,056"
"Denmark Mobile - Other",454290,"0,056"
"Denmark Mobile - Other",455063,"0,056"
"Denmark Mobile - Other",455064,"0,056"
"Denmark Mobile - Other",455068,"0,056"
"Denmark Mobile - Other",455069,"0,056"
"Denmark Mobile - Other",455220,"0,056"
"Denmark Mobile - Other",455398,"0,056"
"Denmark Mobile - Other",456098,"0,056"
"Denmark Mobile - Other",4571,"0,056"
"Denmark Mobile - Other",4581,"0,056"
"Denmark Mobile - Other",4591,"0,056"
"Denmark Mobile - Tdc",4520,"0,056"
"Denmark Mobile - Tdc",4521,"0,056"
"Denmark Mobile - Tdc",4523,"0,056"
"Denmark Mobile - Tdc",4524,"0,056"
"Denmark Mobile - Tdc",452596,"0,056"
"Denmark Mobile - Tdc",4525988,"0,056"
"Denmark Mobile - Tdc",4525989,"0,056"
"Denmark Mobile - Tdc",4529,"0,056"
"Denmark Mobile - Tdc",4530,"0,056"
"Denmark Mobile - Tdc",45400,"0,056"
"Denmark Mobile - Tdc",45401,"0,056"
"Denmark Mobile - Tdc",45402,"0,056"
"Denmark Mobile - Tdc",45403,"0,056"
"Denmark Mobile - Tdc",45404,"0,056"
"Denmark Mobile - Tdc",454275,"0,056"
"Denmark Mobile - Tdc",455060,"0,056"
"Denmark Mobile - Tdc",455061,"0,056"
"Denmark Mobile - Tdc",4551,"0,056"
"Denmark Mobile - Tdc",455230,"0,056"
"Denmark Mobile - Tdc",455240,"0,056"
"Denmark Mobile - Tdc",455250,"0,056"
"Denmark Mobile - Tdc",456099,"0,056"
"Denmark Mobile - Tdc",4561,"0,056"
"Denmark Mobile - Tdc",458140,"0,056"
"Denmark Mobile - Tdc",458141,"0,056"
"Denmark Mobile - Tdc",458142,"0,056"
"Denmark Mobile - Tdc",458143,"0,056"
"Denmark Mobile - Tdc",458145,"0,056"
"Denmark Mobile - Tdc",458161,"0,056"
"Denmark Mobile - Tdc",458171,"0,056"
"Denmark Mobile - Tdc",458172,"0,056"
"Denmark Mobile - Tdc",458174,"0,056"
"Denmark Mobile - Tdc",458175,"0,056"
"Denmark Mobile - Tdc",459113,"0,056"
"Denmark Mobile - Tdc",459115,"0,056"
"Denmark Mobile - Tdc",459116,"0,056"
"Denmark Mobile - Tdc",459117,"0,056"
"Denmark Mobile - Tdc",459118,"0,056"
"Denmark Mobile - Tdc",459122,"0,056"
"Denmark Mobile - Tdc",459123,"0,056"
"Denmark Mobile - Tdc",459124,"0,056"
"Denmark Mobile - Tdc",459125,"0,056"
"Denmark Mobile - Tdc",45914,"0,056"
"Denmark Mobile - Tdc",459152,"0,056"
"Denmark Mobile - Tdc",459153,"0,056"
"Denmark Mobile - Tdc",459154,"0,056"
"Denmark Mobile - Tdc",459155,"0,056"
"Denmark Mobile - Tdc",459156,"0,056"
"Denmark Mobile - Tdc",45916,"0,056"
"Denmark Mobile - Tdc",45917,"0,056"
"Denmark Mobile - Tdc",455210,"0,056"
"Denmark Mobile - Tdc",457177,"0,056"
"Denmark Mobile - Tdc",458144,"0,056"
"Denmark Mobile - Tdc",458173,"0,056"
"Denmark Mobile - Telenor",45206,"0,056"
"Denmark Mobile - Telenor",45207,"0,056"
"Denmark Mobile - Telenor",45208,"0,056"
"Denmark Mobile - Telenor",45209,"0,056"
"Denmark Mobile - Telenor",4522,"0,056"
"Denmark Mobile - Telenor",4525,"0,056"
"Denmark Mobile - Telenor",45318,"0,056"
"Denmark Mobile - Telenor",45319,"0,056"
"Denmark Mobile - Telenor",45405,"0,056"
"Denmark Mobile - Telenor",45406,"0,056"
"Denmark Mobile - Telenor",45407,"0,056"
"Denmark Mobile - Telenor",45408,"0,056"
"Denmark Mobile - Telenor",45409,"0,056"
"Denmark Mobile - Telenor",4541,"0,056"
"Denmark Mobile - Telenor",45424,"0,056"
"Denmark Mobile - Telenor",45425,"0,056"
"Denmark Mobile - Telenor",454260,"0,056"
"Denmark Mobile - Telenor",454270,"0,056"
"Denmark Mobile - Telenor",454280,"0,056"
"Denmark Mobile - Telenor",454281,"0,056"
"Denmark Mobile - Telenor",454284,"0,056"
"Denmark Mobile - Telenor",454285,"0,056"
"Denmark Mobile - Telenor",454287,"0,056"
"Denmark Mobile - Telenor",454288,"0,056"
"Denmark Mobile - Telenor",454289,"0,056"
"Denmark Mobile - Telenor",454293,"0,056"
"Denmark Mobile - Telenor",4550,"0,056"
"Denmark Mobile - Telenor",455222,"0,056"
"Denmark Mobile - Telenor",455225,"0,056"
"Denmark Mobile - Telenor",455233,"0,056"
"Denmark Mobile - Telenor",455242,"0,056"
"Denmark Mobile - Telenor",455244,"0,056"
"Denmark Mobile - Telenor",45525,"0,056"
"Denmark Mobile - Telenor",45526,"0,056"
"Denmark Mobile - Telenor",45527,"0,056"
"Denmark Mobile - Telenor",45528,"0,056"
"Denmark Mobile - Telenor",45529,"0,056"
"Denmark Mobile - Telenor",45531,"0,056"
"Denmark Mobile - Telenor",455333,"0,056"
"Denmark Mobile - Telenor",455390,"0,056"
"Denmark Mobile - Telenor",455391,"0,056"
"Denmark Mobile - Telenor",455392,"0,056"
"Denmark Mobile - Telenor",455393,"0,056"
"Denmark Mobile - Telenor",455394,"0,056"
"Denmark Mobile - Telenor",455395,"0,056"
"Denmark Mobile - Telenor",455396,"0,056"
"Denmark Mobile - Telenor",455397,"0,056"
"Denmark Mobile - Telenor",455399,"0,056"
"Denmark Mobile - Telenor",456050,"0,056"
"Denmark Mobile - Telenor",45606,"0,056"
"Denmark Mobile - Telenor",45607,"0,056"
"Denmark Mobile - Telenor",456090,"0,056"
"Denmark Mobile - Telenor",456091,"0,056"
"Denmark Mobile - Telenor",456092,"0,056"
"Denmark Mobile - Telenor",456093,"0,056"
"Denmark Mobile - Telenor",456095,"0,056"
"Denmark Mobile - Telenor",456096,"0,056"
"Denmark Mobile - Telenor",456097,"0,056"
"Denmark Mobile - Telenor",45618,"0,056"
"Denmark Mobile - Telenor",45619,"0,056"
"Denmark Mobile - Telenor",45712,"0,056"
"Denmark Mobile - Telenor",45717,"0,056"
"Denmark Mobile - Telenor",457190,"0,056"
"Denmark Mobile - Telenor",457191,"0,056"
"Denmark Mobile - Telenor",457192,"0,056"
"Denmark Mobile - Telenor",457194,"0,056"
"Denmark Mobile - Telenor",457195,"0,056"
"Denmark Mobile - Telenor",457199,"0,056"
"Denmark Mobile - Telenor",45811,"0,056"
"Denmark Mobile - Telenor",458130,"0,056"
"Denmark Mobile - Telenor",458131,"0,056"
"Denmark Mobile - Telenor",458132,"0,056"
"Denmark Mobile - Telenor",458133,"0,056"
"Denmark Mobile - Telenor",458134,"0,056"
"Denmark Mobile - Telenor",458136,"0,056"
"Denmark Mobile - Telenor",458137,"0,056"
"Denmark Mobile - Telenor",458138,"0,056"
"Denmark Mobile - Telenor",458139,"0,056"
"Denmark Mobile - Telenor",45815,"0,056"
"Denmark Mobile - Telenor",458170,"0,056"
"Denmark Mobile - Telenor",458176,"0,056"
"Denmark Mobile - Telenor",458178,"0,056"
"Denmark Mobile - Telenor",458179,"0,056"
"Denmark Mobile - Telenor",458180,"0,056"
"Denmark Mobile - Telenor",458182,"0,056"
"Denmark Mobile - Telenor",458183,"0,056"
"Denmark Mobile - Telenor",458184,"0,056"
"Denmark Mobile - Telenor",458185,"0,056"
"Denmark Mobile - Telenor",458187,"0,056"
"Denmark Mobile - Telenor",458189,"0,056"
"Denmark Mobile - Telenor",458190,"0,056"
"Denmark Mobile - Telenor",458191,"0,056"
"Denmark Mobile - Telenor",458192,"0,056"
"Denmark Mobile - Telenor",458194,"0,056"
"Denmark Mobile - Telenor",458195,"0,056"
"Denmark Mobile - Telenor",458196,"0,056"
"Denmark Mobile - Telenor",458197,"0,056"
"Denmark Mobile - Telenor",458198,"0,056"
"Denmark Mobile - Telenor",459111,"0,056"
"Denmark Mobile - Telenor",459112,"0,056"
"Denmark Mobile - Telenor",459114,"0,056"
"Denmark Mobile - Telenor",459119,"0,056"
"Denmark Mobile - Telenor",45913,"0,056"
"Denmark Mobile - Telenor",459150,"0,056"
"Denmark Mobile - Telenor",459151,"0,056"
"Denmark Mobile - Telenor",459180,"0,056"
"Denmark Mobile - Telenor",459181,"0,056"
"Denmark Mobile - Telenor",459183,"0,056"
"Denmark Mobile - Telenor",459184,"0,056"
"Denmark Mobile - Telenor",459185,"0,056"
"Denmark Mobile - Telenor",459188,"0,056"
"Denmark Mobile - Telenor",45919,"0,056"
"Denmark Mobile - Telenor",45608,"0,056"
"Denmark Mobile - Telenor",456094,"0,056"
"Denmark Mobile - Telenor",45711,"0,056"
"Denmark Mobile - Telenor",457193,"0,056"
"Denmark Mobile - Telenor",45812,"0,056"
"Denmark Mobile - Telenor",458135,"0,056"
"Denmark Mobile - Telenor",45816,"0,056"
"Denmark Mobile - Telenor",458181,"0,056"
"Denmark Mobile - Telenor",458186,"0,056"
"Denmark Mobile - Telenor",458193,"0,056"
"Denmark Mobile - Telenor",459110,"0,056"
"Denmark Mobile - Telenor",459121,"0,056"
"Denmark Mobile - Telenor",459182,"0,056"
"Denmark Mobile - Telia",4526,"0,056"
"Denmark Mobile - Telia",4527,"0,056"
"Denmark Mobile - Telia",4528,"0,056"
"Denmark Mobile - Telia",45421,"0,056"
"Denmark Mobile - Telia",45423,"0,056"
"Denmark Mobile - Telia",454276,"0,056"
"Denmark Mobile - Telia",454277,"0,056"
"Denmark Mobile - Telia",454278,"0,056"
"Denmark Mobile - Telia",454279,"0,056"
"Denmark Mobile - Telia",454286,"0,056"
"Denmark Mobile - Telia",454296,"0,056"
"Denmark Mobile - Telia",454297,"0,056"
"Denmark Mobile - Telia",454298,"0,056"
"Denmark Mobile - Telia",455188,"0,056"
"Denmark Mobile - Telia",455189,"0,056"
"Denmark Mobile - Telia",45521,"0,056"
"Denmark Mobile - Telia",45522,"0,056"
"Denmark Mobile - Telia",45523,"0,056"
"Denmark Mobile - Telia",455319,"0,056"
"Denmark Mobile - Telia",45532,"0,056"
"Denmark Mobile - Telia",455330,"0,056"
"Denmark Mobile - Telia",455331,"0,056"
"Denmark Mobile - Telia",455334,"0,056"
"Denmark Mobile - Telia",455335,"0,056"
"Denmark Mobile - Telia",455336,"0,056"
"Denmark Mobile - Telia",455337,"0,056"
"Denmark Mobile - Telia",455339,"0,056"
"Denmark Mobile - Telia",45534,"0,056"
"Denmark Mobile - Telia",45601,"0,056"
"Denmark Mobile - Telia",45602,"0,056"
"Denmark Mobile - Telia",45603,"0,056"
"Denmark Mobile - Telia",45604,"0,056"
"Denmark Mobile - Telia",456146,"0,056"
"Denmark Mobile - Telia",454282,"0,056"
"Denmark Mobile - Telia",454299,"0,056"
"Denmark Mobile - Telia",45524,"0,056"
"Denmark Mobile - Telia",455332,"0,056"
"Denmark Mobile - Telia",455338,"0,056"
"Denmark Mobile - Telia",452395,"0,056"
"Denmark Mobile - Telia",45422,"0,056"
"Diego Garcia",246,"0,1175"
"Djibouti",253,"0,2236"
"Dominica",1767,"0,1557"
"Dominica Mobile",1767235,"0,142"
"Dominica Mobile",1767245,"0,142"
"Dominica Mobile",1767265,"0,142"
"Dominica Mobile",1767275,"0,142"
"Dominica Mobile",1767276,"0,142"
"Dominica Mobile",1767277,"0,142"
"Dominica Mobile",1767285,"0,142"
"Dominica Mobile",1767315,"0,142"
"Dominica Mobile",1767316,"0,142"
"Dominica Mobile",1767317,"0,142"
"Dominica Mobile",1767611,"0,142"
"Dominica Mobile",1767613,"0,142"
"Dominica Mobile",1767614,"0,142"
"Dominica Mobile",1767615,"0,142"
"Dominica Mobile",1767616,"0,142"
"Dominica Mobile",1767225,"0,142"
"Dominica Mobile",1767295,"0,142"
"Dominica Mobile",1767612,"0,142"
"Dominican Republic",1809,"0,1557"
"Dominican Republic Mobile",1809100,"0,142"
"Dominican Republic Mobile",180920,"0,142"
"Dominican Republic Mobile",180921,"0,142"
"Dominican Republic Mobile",180922,"0,142"
"Dominican Republic Mobile",180923,"0,142"
"Dominican Republic Mobile",180924,"0,142"
"Dominican Republic Mobile",180926,"0,142"
"Dominican Republic Mobile",180927,"0,142"
"Dominican Republic Mobile",180928,"0,142"
"Dominican Republic Mobile",180929,"0,142"
"Dominican Republic Mobile",180931,"0,142"
"Dominican Republic Mobile",1809328,"0,142"
"Dominican Republic Mobile",1809329,"0,142"
"Dominican Republic Mobile",180933,"0,142"
"Dominican Republic Mobile",1809346,"0,142"
"Dominican Republic Mobile",1809347,"0,142"
"Dominican Republic Mobile",1809349,"0,142"
"Dominican Republic Mobile",180936,"0,142"
"Dominican Republic Mobile",180937,"0,142"
"Dominican Republic Mobile",180938,"0,142"
"Dominican Republic Mobile",180940,"0,142"
"Dominican Republic Mobile",180941,"0,142"
"Dominican Republic Mobile",180942,"0,142"
"Dominican Republic Mobile",180946,"0,142"
"Dominican Republic Mobile",180947,"0,142"
